transaction_id,sender_account,receiver_account,amount,timestamp_sec,pass_through_delay_sec,is_fraud,attack_vector,mule_topology,sender_in_degree,sender_out_degree,receiver_in_degree,receiver_out_degree,receiver_mule_funnel_score
TX_GRAPH_000702,ACC_00582,ACC_00775,380.49,890.9304655072301,35493.36176622175,0,legitimate_transfer,organic_commerce,4,9,7,6,6
TX_GRAPH_000569,ACC_00958,ACC_00240,86.4,904.4028608852503,102295.81741915496,0,legitimate_transfer,organic_commerce,8,9,7,2,2
TX_HARDNEG_006670,ACC_00819,ACC_00644,289.54,915.8793979269575,50.15836989232003,0,legitimate_merchant_settlement,legitimate_hard_negative,5,12,9,6,6
TX_GRAPH_000720,ACC_00141,ACC_00012,32.23,999.9003084560485,113249.58914423094,0,legitimate_transfer,organic_commerce,12,13,12,6,6
TX_HARDNEG_006553,ACC_00310,ACC_00322,29640.85,1144.703213882753,44.624593254755275,0,legitimate_corporate_wire,legitimate_hard_negative,12,7,11,4,4
TX_GRAPH_004678,ACC_00746,ACC_00309,37.58,1166.6217781292048,225583.24143091938,0,legitimate_transfer,organic_commerce,13,4,13,7,7
TX_HARDNEG_007393,ACC_00317,ACC_00587,256.85,1311.1119259967463,32.86609905415703,0,legitimate_instant_p2p,legitimate_hard_negative,5,7,8,3,3
TX_GRAPH_001425,ACC_00066,ACC_00764,123.05,1311.4960074355756,87924.63223257283,0,legitimate_transfer,organic_commerce,2,5,14,9,9
TX_HARDNEG_007296,ACC_00700,ACC_00871,25301.83,1416.1383566514676,6.797231075107355,0,legitimate_corporate_wire,legitimate_hard_negative,9,16,10,6,6
TX_HARDNEG_006887,ACC_00508,ACC_00479,2657.32,1567.984302654441,105.59745222984904,0,legitimate_payroll_batch,legitimate_hard_negative,7,5,5,5,5
TX_GRAPH_000639,ACC_00875,ACC_00509,29.85,1582.6630233316016,254760.27959131188,0,legitimate_transfer,organic_commerce,6,7,9,7,7
TX_GRAPH_003190,ACC_00573,ACC_00498,41.79,1602.5320548510163,15544.017613903363,0,legitimate_transfer,organic_commerce,8,11,9,9,9
TX_GRAPH_004063,ACC_00365,ACC_00497,36.85,1618.5289664099064,147418.13775600147,0,legitimate_transfer,organic_commerce,8,11,9,6,6
TX_GRAPH_000027,ACC_00418,ACC_00325,24.31,1728.7240037912727,83448.76897810462,0,legitimate_transfer,organic_commerce,6,8,9,12,9
TX_HARDNEG_006990,ACC_00371,ACC_00053,3826.75,1802.8114384224932,64.32501770214517,0,legitimate_payroll_batch,legitimate_hard_negative,6,6,11,7,7
TX_GRAPH_004895,ACC_00478,ACC_00757,142.32,1816.2707452822121,106537.33473851104,0,legitimate_transfer,organic_commerce,5,7,7,26,7
TX_GRAPH_001975,ACC_00814,ACC_00922,78.34,1854.348010946744,67803.19894965798,0,legitimate_transfer,organic_commerce,5,9,5,8,5
TX_GRAPH_000327,ACC_00207,ACC_00437,182.73,1952.0862173084108,215300.8566482217,0,legitimate_transfer,organic_commerce,7,10,5,13,5
TX_GRAPH_004263,ACC_00655,ACC_00392,78.59,1965.3400819723786,24255.749440375563,0,legitimate_transfer,organic_commerce,8,7,11,3,3
TX_HARDNEG_006342,ACC_00956,ACC_00308,27467.14,1970.5066374998132,21.624119587951746,0,legitimate_corporate_wire,legitimate_hard_negative,7,9,5,10,5
TX_GRAPH_003475,ACC_00958,ACC_00944,500.32,1999.6408563636264,42588.97457508782,0,legitimate_transfer,organic_commerce,8,9,5,6,5
TX_HARDNEG_007458,ACC_00749,ACC_00392,4122.59,2062.664044673344,36.4793322494668,0,legitimate_payroll_batch,legitimate_hard_negative,7,6,11,3,3
TX_GRAPH_004765,ACC_00635,ACC_00304,315.07,2177.902840576062,94114.3500174683,0,legitimate_transfer,organic_commerce,9,12,5,5,5
TX_GRAPH_004146,ACC_00323,ACC_00136,22.03,2201.5461344536116,56251.114089347655,0,legitimate_transfer,organic_commerce,4,5,6,4,4
TX_MULE_CHAM_9_ORG_005781,ACC_00373,ACC_00231,4172.15,2205.4605601591534,56326.75401017994,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,6,3,3
TX_HARDNEG_006161,ACC_00230,ACC_00926,94.47,2217.8641812610385,20.98380203705119,0,legitimate_instant_p2p,legitimate_hard_negative,3,6,8,6,6
TX_GRAPH_002182,ACC_00683,ACC_00640,10.03,2230.621533097114,227503.59725195353,0,legitimate_transfer,organic_commerce,10,13,11,6,6
TX_GRAPH_003470,ACC_00194,ACC_00340,109.42,2285.808495644071,132638.16348017834,0,legitimate_transfer,organic_commerce,4,9,7,5,5
TX_GRAPH_003313,ACC_00532,ACC_00243,38.84,2326.6626658402834,61347.626735398066,0,legitimate_transfer,organic_commerce,13,11,4,7,4
TX_GRAPH_002901,ACC_00648,ACC_00466,186.98,2348.0271952661697,175456.09798635132,0,legitimate_transfer,organic_commerce,11,6,13,12,12
TX_GRAPH_002900,ACC_00250,ACC_00701,11.31,2385.1426708969734,243024.94916142029,0,legitimate_transfer,organic_commerce,9,11,6,5,5
TX_GRAPH_000238,ACC_00102,ACC_00504,65.56,2513.4665286795243,142484.56688801004,0,legitimate_transfer,organic_commerce,4,10,5,9,5
TX_HARDNEG_007294,ACC_00904,ACC_00250,7234.49,2609.423841833696,97.6058628325731,0,legitimate_payroll_batch,legitimate_hard_negative,10,9,9,11,9
TX_HARDNEG_006153,ACC_00725,ACC_00303,866.69,2614.1084743343495,26.455203313857474,0,legitimate_merchant_settlement,legitimate_hard_negative,8,7,8,1,1
TX_GRAPH_004881,ACC_00407,ACC_00031,91.51,2640.020908965548,35866.35795599358,0,legitimate_transfer,organic_commerce,7,5,4,10,4
TX_GRAPH_004166,ACC_00503,ACC_00879,35.16,2640.0260967873683,200423.25525692504,0,legitimate_transfer,organic_commerce,9,7,8,6,6
TX_HARDNEG_006715,ACC_00921,ACC_00117,7948.1,2815.689864325977,51.87991711837312,0,legitimate_payroll_batch,legitimate_hard_negative,2,7,11,5,5
TX_HARDNEG_006461,ACC_00527,ACC_00520,390.36,2894.0892672923405,32.824423324368055,0,legitimate_instant_p2p,legitimate_hard_negative,9,7,8,7,7
TX_HARDNEG_007259,ACC_00020,ACC_00595,23874.39,2917.4534292469866,44.04277404742076,0,legitimate_corporate_wire,legitimate_hard_negative,8,10,7,9,7
TX_GRAPH_003430,ACC_00628,ACC_00069,104.01,2944.2929488839573,250366.67671395352,0,legitimate_transfer,organic_commerce,7,9,9,8,8
TX_HARDNEG_006997,ACC_00983,ACC_00982,23639.96,3081.008336131953,12.942569363311765,0,legitimate_corporate_wire,legitimate_hard_negative,8,8,6,1,1
TX_MULE_CHAM_9_TRANSIT_005787,ACC_00373,ACC_00990,32483.93,3091.743151505105,21.2005308690485,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,7,12,7
TX_GRAPH_002831,ACC_00216,ACC_00350,93.59,3106.5604782238447,158064.11155414008,0,legitimate_transfer,organic_commerce,6,8,7,7,7
TX_MULE_CHAM_9_EXFIL_005788,ACC_00990,ACC_00220,31509.41,3126.418367323829,10.206496282246503,1,multi_hop_ai_mule_network,chameleon_mule_network,7,12,13,2,2
TX_GRAPH_002101,ACC_00776,ACC_00511,96.02,3343.284515137768,130524.29364635334,0,legitimate_transfer,organic_commerce,8,11,7,6,6
TX_GRAPH_000087,ACC_00023,ACC_00802,49.65,3382.7718972503876,27184.79569249777,0,legitimate_transfer,organic_commerce,4,12,8,8,8
TX_GRAPH_004583,ACC_00507,ACC_00193,215.82,3396.252869822643,39171.67668752404,0,legitimate_transfer,organic_commerce,9,7,5,9,5
TX_HARDNEG_006706,ACC_00391,ACC_00750,7077.32,3478.2488331223662,68.64229091451593,0,legitimate_payroll_batch,legitimate_hard_negative,4,5,11,12,11
TX_MULE_CHAM_9_ORG_005778,ACC_00373,ACC_00788,4250.94,3505.8074887695457,82943.40880954357,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,8,9,8
TX_GRAPH_002793,ACC_00262,ACC_00194,93.1,3601.1995376989016,69875.19977619496,0,legitimate_transfer,organic_commerce,9,7,4,9,4
TX_GRAPH_002147,ACC_00550,ACC_00772,42.57,3692.6512405436347,241270.14995442628,0,legitimate_transfer,organic_commerce,10,12,8,5,5
TX_GRAPH_002229,ACC_00865,ACC_00421,83.73,3727.216990680356,219129.59623766,0,legitimate_transfer,organic_commerce,3,6,10,9,9
TX_GRAPH_004709,ACC_00068,ACC_00556,38.17,3729.7524098699932,89774.34954896563,0,legitimate_transfer,organic_commerce,9,8,10,20,10
TX_GRAPH_004707,ACC_00597,ACC_00407,8.82,3849.3487186417906,244051.66317855136,0,legitimate_transfer,organic_commerce,3,13,7,5,5
TX_MULE_CHAM_9_ORG_005783,ACC_00373,ACC_00071,2536.84,3851.100637986805,5008.863595098529,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,11,8,8
TX_GRAPH_003918,ACC_00325,ACC_00810,64.18,3855.367737131269,208398.7634410253,0,legitimate_transfer,organic_commerce,9,12,7,10,7
TX_GRAPH_004411,ACC_00497,ACC_00579,36.85,3857.268903580179,153431.97520606493,0,legitimate_transfer,organic_commerce,9,6,13,7,7
TX_MULE_CHAM_9_ORG_005785,ACC_00373,ACC_00452,3505.85,3867.5063272746893,54529.42169974074,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,8,5,5
TX_GRAPH_002806,ACC_00069,ACC_00272,165.41,4132.238263111628,163495.413153924,0,legitimate_transfer,organic_commerce,9,8,9,6,6
TX_GRAPH_000535,ACC_00526,ACC_00395,365.97,4255.306792520262,13530.031794772445,0,legitimate_transfer,organic_commerce,8,9,5,3,3
TX_GRAPH_003882,ACC_00393,ACC_00726,51.56,4402.649376612544,146906.2381614919,0,legitimate_transfer,organic_commerce,6,15,10,9,9
TX_GRAPH_002919,ACC_00802,ACC_00680,54.05,4427.890372266221,47032.27807563105,0,legitimate_transfer,organic_commerce,8,8,11,5,5
TX_HARDNEG_007035,ACC_00518,ACC_00401,9972.83,4452.787924315606,31.505184486552416,0,legitimate_corporate_wire,legitimate_hard_negative,11,12,6,17,6
TX_GRAPH_001053,ACC_00164,ACC_00718,161.61,4531.454342866029,258824.4212614908,0,legitimate_transfer,organic_commerce,11,8,14,10,10
TX_GRAPH_004294,ACC_00106,ACC_00327,15.62,4555.501317405037,78036.62865237195,0,legitimate_transfer,organic_commerce,6,10,8,5,5
TX_GRAPH_002416,ACC_00153,ACC_00062,7.61,4593.030455461722,143379.22366547614,0,legitimate_transfer,organic_commerce,8,10,5,6,5
TX_GRAPH_004607,ACC_00901,ACC_00984,48.86,4655.31009822987,22273.633600916273,0,legitimate_transfer,organic_commerce,9,6,10,4,4
TX_GRAPH_000884,ACC_00082,ACC_00229,154.93,4674.08320429127,31498.226920818106,0,legitimate_transfer,organic_commerce,10,10,5,11,5
TX_MULE_CHAM_9_ORG_005779,ACC_00373,ACC_00190,5327.09,4722.811300866495,36567.43598192164,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,7,8,7
TX_MULE_CHAM_9_ORG_005784,ACC_00373,ACC_00271,4376.66,4857.5747718685725,23098.05274215233,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,8,5,5
TX_GRAPH_002812,ACC_00951,ACC_00684,88.19,4890.722806142824,191606.44084338605,0,legitimate_transfer,organic_commerce,10,9,10,5,5
TX_HARDNEG_007300,ACC_00581,ACC_00475,439.92,5049.510980706243,29.039852917264504,0,legitimate_instant_p2p,legitimate_hard_negative,12,8,16,5,5
TX_GRAPH_003894,ACC_00964,ACC_00582,7.98,5059.339070614051,239704.91090657498,0,legitimate_transfer,organic_commerce,7,19,4,9,4
TX_GRAPH_001509,ACC_00634,ACC_00196,85.73,5096.043361291793,91819.7185127771,0,legitimate_transfer,organic_commerce,5,6,5,4,4
TX_GRAPH_003483,ACC_00931,ACC_00420,28.85,5101.161833732275,178248.44231116466,0,legitimate_transfer,organic_commerce,10,8,11,6,6
TX_GRAPH_001314,ACC_00255,ACC_00991,259.52,5105.695662667454,7499.7224314081295,0,legitimate_transfer,organic_commerce,5,7,9,3,3
TX_MULE_CHAM_9_ORG_005780,ACC_00373,ACC_00687,4544.33,5117.61018837933,40793.37734257143,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,11,6,6
TX_GRAPH_001619,ACC_00629,ACC_00820,109.37,5130.934369758831,140875.25231565212,0,legitimate_transfer,organic_commerce,8,11,11,7,7
TX_GRAPH_004318,ACC_00753,ACC_00911,46.19,5196.889701699884,37005.059277958964,0,legitimate_transfer,organic_commerce,8,6,6,4,4
TX_MULE_CHAM_9_ORG_005782,ACC_00373,ACC_00073,2431.71,5250.601934056385,80566.82582626533,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,17,5,5
TX_GRAPH_002931,ACC_00791,ACC_00564,101.98,5264.053027326403,160352.9102339888,0,legitimate_transfer,organic_commerce,6,6,9,26,9
TX_GRAPH_001603,ACC_00622,ACC_00196,95.56,5290.345557240178,91210.27573826513,0,legitimate_transfer,organic_commerce,9,5,5,4,4
TX_GRAPH_001370,ACC_00801,ACC_00584,14.84,5371.040892090033,127853.13861744526,0,legitimate_transfer,organic_commerce,4,9,6,7,6
TX_MULE_CHAM_9_ORG_005786,ACC_00373,ACC_00322,4698.11,5419.914057324666,73090.41215369443,1,multi_hop_ai_mule_network,chameleon_mule_network,6,17,11,4,4
TX_HARDNEG_007455,ACC_00049,ACC_00916,328.46,5511.785352170388,47.74988704988438,0,legitimate_merchant_settlement,legitimate_hard_negative,5,32,8,11,8
TX_GRAPH_001213,ACC_00715,ACC_00119,66.74,5673.351989848735,15100.544727547882,0,legitimate_transfer,organic_commerce,5,9,5,5,5
TX_HARDNEG_006148,ACC_00072,ACC_00062,5746.46,5675.841994710202,83.43235352469141,0,legitimate_payroll_batch,legitimate_hard_negative,7,5,5,6,5
TX_GRAPH_002034,ACC_00703,ACC_00615,26.02,5751.479800599197,227061.92015532855,0,legitimate_transfer,organic_commerce,9,8,8,8,8
TX_GRAPH_004027,ACC_00782,ACC_00969,68.78,5794.756854874681,169238.51268563804,0,legitimate_transfer,organic_commerce,9,9,8,9,8
TX_GRAPH_002748,ACC_00868,ACC_00324,69.14,5825.558706253597,31042.58685850476,0,legitimate_transfer,organic_commerce,11,17,9,8,8
TX_GRAPH_001996,ACC_00231,ACC_00475,15.01,5834.24863202613,46184.865171927784,0,legitimate_transfer,organic_commerce,6,3,16,5,5
TX_GRAPH_000691,ACC_00412,ACC_00136,19.03,5835.158958749939,179187.2461827254,0,legitimate_transfer,organic_commerce,11,8,6,4,4
TX_GRAPH_004617,ACC_00768,ACC_00939,16.63,5880.223787127109,101280.31752886015,0,legitimate_transfer,organic_commerce,6,4,6,8,6
TX_HARDNEG_006139,ACC_00051,ACC_00957,418.99,5999.041232064967,66.17636154175852,0,legitimate_instant_p2p,legitimate_hard_negative,8,7,8,3,3
TX_HARDNEG_006480,ACC_00323,ACC_00104,7731.47,6063.941598829619,72.40487876815091,0,legitimate_payroll_batch,legitimate_hard_negative,4,5,8,11,8
TX_HARDNEG_006348,ACC_00562,ACC_00305,370.36,6125.848218836351,43.88382478519507,0,legitimate_instant_p2p,legitimate_hard_negative,3,3,5,11,5
TX_HARDNEG_006936,ACC_00945,ACC_00225,8239.99,6334.649608148242,13.843040646687115,0,legitimate_corporate_wire,legitimate_hard_negative,5,7,7,8,7
TX_GRAPH_003418,ACC_00012,ACC_00009,66.2,6482.554561950364,175047.69281935345,0,legitimate_transfer,organic_commerce,12,6,9,12,9
TX_GRAPH_000697,ACC_00666,ACC_00647,205.28,6643.5177405824725,144749.40076064155,0,legitimate_transfer,organic_commerce,7,3,13,10,10
TX_GRAPH_002316,ACC_00693,ACC_00851,69.86,6745.562540886032,217830.62764968842,0,legitimate_transfer,organic_commerce,6,7,8,5,5
TX_GRAPH_001620,ACC_00423,ACC_00929,49.96,6869.0979584553115,206036.5660761572,0,legitimate_transfer,organic_commerce,7,8,6,7,6
TX_GRAPH_001105,ACC_00763,ACC_00668,75.66,6955.510116223214,18908.6814982628,0,legitimate_transfer,organic_commerce,7,17,6,10,6
TX_GRAPH_000427,ACC_00092,ACC_00537,121.19,6996.932452325477,63602.49403373501,0,legitimate_transfer,organic_commerce,7,3,6,6,6
TX_GRAPH_003077,ACC_00238,ACC_00576,70.77,7029.044193263566,48170.648097908335,0,legitimate_transfer,organic_commerce,9,9,5,7,5
TX_HARDNEG_006785,ACC_00928,ACC_00462,373.62,7077.955469937458,43.558840561774055,0,legitimate_instant_p2p,legitimate_hard_negative,9,5,9,5,5
TX_GRAPH_004148,ACC_00572,ACC_00751,146.78,7132.535913218595,13462.387095797932,0,legitimate_transfer,organic_commerce,7,5,11,3,3
TX_HARDNEG_007002,ACC_00005,ACC_00325,9325.4,7226.3227156886205,19.524221947843884,0,legitimate_corporate_wire,legitimate_hard_negative,10,17,9,12,9
TX_GRAPH_000943,ACC_00933,ACC_00938,101.3,7299.110540405933,41148.91270452233,0,legitimate_transfer,organic_commerce,5,8,8,4,4
TX_GRAPH_003658,ACC_00054,ACC_00715,49.54,7369.266926802208,163060.2852720337,0,legitimate_transfer,organic_commerce,10,8,5,9,5
TX_HARDNEG_006498,ACC_00895,ACC_00589,489.09,7422.65872240207,33.05706742569686,0,legitimate_merchant_settlement,legitimate_hard_negative,15,4,12,9,9
TX_GRAPH_003018,ACC_00123,ACC_00984,270.88,7498.134116312688,58388.0641795726,0,legitimate_transfer,organic_commerce,15,5,10,4,4
TX_GRAPH_003295,ACC_00692,ACC_00094,112.25,7547.199722227838,234731.66911458017,0,legitimate_transfer,organic_commerce,4,18,8,8,8
TX_GRAPH_001288,ACC_00140,ACC_00675,59.75,7660.1058204748615,32211.983846324427,0,legitimate_transfer,organic_commerce,8,8,10,6,6
TX_GRAPH_003554,ACC_00194,ACC_00102,130.58,7756.712385722703,156681.46647448197,0,legitimate_transfer,organic_commerce,4,9,4,10,4
TX_GRAPH_002635,ACC_00918,ACC_00068,235.15,7776.02785488893,192988.5727345682,0,legitimate_transfer,organic_commerce,3,5,9,8,8
TX_GRAPH_004831,ACC_00261,ACC_00823,64.66,7781.4780758136485,145248.74813228365,0,legitimate_transfer,organic_commerce,10,11,12,7,7
TX_GRAPH_001584,ACC_00057,ACC_00697,164.31,7810.7229480579845,92151.19221001051,0,legitimate_transfer,organic_commerce,3,14,6,6,6
TX_GRAPH_003601,ACC_00512,ACC_00151,101.43,7849.080764016856,43009.179157921695,0,legitimate_transfer,organic_commerce,3,8,11,8,8
TX_GRAPH_000623,ACC_00227,ACC_00330,49.54,8043.308809946636,131247.6125008636,0,legitimate_transfer,organic_commerce,9,10,8,4,4
TX_GRAPH_003858,ACC_00501,ACC_00111,54.64,8043.708973933127,133224.88388842187,0,legitimate_transfer,organic_commerce,8,12,4,7,4
TX_MULE_CRYPTO_7_ONRAMP_005857,ACC_00527,ACC_00683,44188.18,8065.144857677224,48.193198828964185,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,9,7,10,13,10
TX_GRAPH_004989,ACC_00170,ACC_00709,113.38,8081.905335265929,228780.26012877934,0,legitimate_transfer,organic_commerce,11,13,12,4,4
TX_GRAPH_004178,ACC_00436,ACC_00123,91.67,8095.691144488395,42531.68500317097,0,legitimate_transfer,organic_commerce,5,17,15,5,5
TX_GRAPH_002907,ACC_00161,ACC_00341,122.13,8106.048176254932,195552.26428986937,0,legitimate_transfer,organic_commerce,9,3,10,9,9
TX_MULE_CRYPTO_7_MIX_005858,ACC_00683,ACC_00647,43307.73,8119.956360430519,6.618303924331734,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,10,13,13,10,10
TX_MULE_CRYPTO_7_MIX_005859,ACC_00647,ACC_00079,43091.19,8124.405929299041,4.449568868522197,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,13,10,10,18,10
TX_HARDNEG_006309,ACC_00978,ACC_00893,15049.61,8125.669280116039,23.661532531382704,0,legitimate_corporate_wire,legitimate_hard_negative,6,11,4,7,4
TX_MULE_CRYPTO_7_SETTLE_005862,ACC_00079,ACC_00615,10772.8,8132.858314956772,5.6195657579711735,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,10,18,8,8,8
TX_MULE_CRYPTO_7_SETTLE_005860,ACC_00079,ACC_00064,10772.8,8136.748301987854,7.353913029047737,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,10,18,3,8,3
TX_MULE_CRYPTO_7_SETTLE_005861,ACC_00079,ACC_00205,10772.8,8137.43472745496,11.917223420606065,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,10,18,4,8,4
TX_MULE_CRYPTO_7_SETTLE_005863,ACC_00079,ACC_00307,10772.8,8138.773548512711,12.20518600286337,1,multi_hop_ai_mule_network,crypto_off_ramp_mixer,10,18,14,11,11
TX_HARDNEG_006739,ACC_00637,ACC_00888,14429.82,8219.120797292617,35.97895200253615,0,legitimate_corporate_wire,legitimate_hard_negative,11,8,7,6,6
TX_HARDNEG_006352,ACC_00227,ACC_00672,18565.25,8462.466698101438,36.12306722364896,0,legitimate_corporate_wire,legitimate_hard_negative,9,10,5,9,5
TX_GRAPH_001902,ACC_00374,ACC_00377,465.27,8471.003771560843,64893.43799813667,0,legitimate_transfer,organic_commerce,5,5,6,8,6
TX_GRAPH_000214,ACC_00437,ACC_00694,214.04,8886.881974350901,132678.3775934776,0,legitimate_transfer,organic_commerce,5,13,6,6,6
TX_GRAPH_000292,ACC_00502,ACC_00563,186.25,8917.382203769897,92566.22336719211,0,legitimate_transfer,organic_commerce,6,9,5,14,5
TX_GRAPH_003312,ACC_00715,ACC_00654,21.54,9008.079079338746,212296.3058900268,0,legitimate_transfer,organic_commerce,5,9,8,6,6
TX_GRAPH_004258,ACC_00686,ACC_00386,87.61,9048.366887008911,52025.077242703686,0,legitimate_transfer,organic_commerce,5,6,11,4,4
TX_GRAPH_001408,ACC_00720,ACC_00376,85.75,9228.338960646246,96560.88660724132,0,legitimate_transfer,organic_commerce,7,3,6,8,6
TX_HARDNEG_007391,ACC_00931,ACC_00568,2135.1,9261.704669128567,54.70253073735543,0,legitimate_merchant_settlement,legitimate_hard_negative,10,8,4,23,4
TX_GRAPH_002273,ACC_00595,ACC_00677,34.19,9288.40616380045,89392.02812434305,0,legitimate_transfer,organic_commerce,7,9,9,6,6
TX_GRAPH_004605,ACC_00829,ACC_00450,36.7,9328.051773898822,44898.34955784662,0,legitimate_transfer,organic_commerce,11,8,5,5,5
TX_GRAPH_004197,ACC_00074,ACC_00683,38.53,9335.209520295182,61172.094347876984,0,legitimate_transfer,organic_commerce,6,8,10,13,10
TX_GRAPH_002319,ACC_00196,ACC_00520,27.37,9342.603960069542,252544.38940916673,0,legitimate_transfer,organic_commerce,5,4,8,7,7
TX_GRAPH_000142,ACC_00776,ACC_00739,59.89,9398.751764237726,197885.77821920288,0,legitimate_transfer,organic_commerce,8,11,8,2,2
TX_GRAPH_002156,ACC_00003,ACC_00420,17.21,9407.676111342173,98495.85762213898,0,legitimate_transfer,organic_commerce,4,6,11,6,6
TX_GRAPH_002228,ACC_00475,ACC_00073,34.81,9513.979564246392,229931.1034766046,0,legitimate_transfer,organic_commerce,16,5,17,5,5
TX_GRAPH_001138,ACC_00612,ACC_00544,28.6,9610.849480139383,22962.925945110605,0,legitimate_transfer,organic_commerce,15,8,11,6,6
TX_GRAPH_003109,ACC_00294,ACC_00961,23.75,9638.113425445092,193176.56501469036,0,legitimate_transfer,organic_commerce,7,8,5,6,5
TX_GRAPH_000687,ACC_00703,ACC_00593,15.34,9737.342797043184,241182.21067698003,0,legitimate_transfer,organic_commerce,9,8,11,8,8
TX_GRAPH_001310,ACC_00563,ACC_00477,20.99,9940.691740547341,17734.704497694613,0,legitimate_transfer,organic_commerce,5,14,7,5,5
TX_GRAPH_001597,ACC_00517,ACC_00623,26.62,9962.63552605233,105610.59240402159,0,legitimate_transfer,organic_commerce,9,10,8,10,8
TX_GRAPH_002551,ACC_00814,ACC_00191,84.9,10023.18207953646,71399.7461090229,0,legitimate_transfer,organic_commerce,5,9,7,4,4
TX_GRAPH_002824,ACC_00671,ACC_00852,43.23,10129.75853576346,254645.26596837395,0,legitimate_transfer,organic_commerce,4,9,15,9,9
TX_GRAPH_000053,ACC_00600,ACC_00868,29.65,10166.56469790867,127111.17301401304,0,legitimate_transfer,organic_commerce,6,8,11,17,11
TX_GRAPH_000871,ACC_00416,ACC_00954,95.74,10175.59328219095,224804.03817239165,0,legitimate_transfer,organic_commerce,9,11,10,5,5
TX_GRAPH_000374,ACC_00521,ACC_00762,109.49,10302.089144776306,194163.12427005643,0,legitimate_transfer,organic_commerce,2,7,4,11,4
TX_GRAPH_003055,ACC_00115,ACC_00093,64.96,10353.052099741679,98977.84356397486,0,legitimate_transfer,organic_commerce,3,8,8,5,5
TX_GRAPH_002153,ACC_00212,ACC_00654,162.56,10362.0713074687,78355.03796769452,0,legitimate_transfer,organic_commerce,8,5,8,6,6
